SALE_DATE,CATEGORY,SUBCATEGORY,SALES
1999-06-01,ENTERPRISE,ENTERPRISE COLLABORATOR,24.596497518
1999-06-01,ENTERPRISE,ENTERPRISE CONSUMER,12.298248759
1999-06-02,PRO EDITION,PRO ADMIN,9.911851903
1999-06-02,PRO EDITION,PRO DEVELOPER,16.519753172
1999-06-02,PRO EDITION,PRO CONSUMER,6.607901269
1999-06-02,ENTERPRISE,ENTERPRISE ADMIN,11.177771649
1999-06-02,ENTERPRISE,ENTERPRISE DEVELOPER,14.903695532
1999-06-02,ENTERPRISE,ENTERPRISE COLLABORATOR,7.451847766
1999-06-02,ENTERPRISE,ENTERPRISE CONSUMER,3.725923883
1999-06-03,PRO EDITION,PRO ADMIN,30.310155819
1999-06-03,PRO EDITION,PRO DEVELOPER,50.516926365
1999-06-03,PRO EDITION,PRO CONSUMER,20.206770546
1999-06-03,ENTERPRISE,ENTERPRISE ADMIN,34.18130171
1999-06-03,ENTERPRISE,ENTERPRISE DEVELOPER,45.575068946
1999-06-03,ENTERPRISE,ENTERPRISE COLLABORATOR,22.787534473
1999-06-03,ENTERPRISE,ENTERPRISE CONSUMER,11.393767237
1999-06-04,PRO EDITION,PRO ADMIN,10.235064465
1999-06-04,PRO EDITION,PRO DEVELOPER,17.058440775
1999-06-04,PRO EDITION,PRO CONSUMER,6.82337631
1999-06-04,ENTERPRISE,ENTERPRISE ADMIN,11.542264203
1999-06-04,ENTERPRISE,ENTERPRISE DEVELOPER,15.389685604
1999-06-04,ENTERPRISE,ENTERPRISE COLLABORATOR,7.694842802
1999-06-04,ENTERPRISE,ENTERPRISE CONSUMER,3.847421401
1999-06-05,PRO EDITION,PRO ADMIN,15.226902923
1999-06-05,PRO EDITION,PRO DEVELOPER,25.378171539
1999-06-05,PRO EDITION,PRO CONSUMER,10.151268616
1999-06-05,ENTERPRISE,ENTERPRISE ADMIN,17.1716492
1999-06-05,ENTERPRISE,ENTERPRISE DEVELOPER,22.895532267
1999-06-05,ENTERPRISE,ENTERPRISE COLLABORATOR,11.447766133
1999-06-05,ENTERPRISE,ENTERPRISE CONSUMER,5.723883067
1999-06-06,PRO EDITION,PRO ADMIN,7.362063913
1999-06-06,PRO EDITION,PRO DEVELOPER,12.270106522
1999-06-06,PRO EDITION,PRO CONSUMER,4.908042609
1999-06-06,ENTERPRISE,ENTERPRISE ADMIN,8.302330392
1999-06-06,ENTERPRISE,ENTERPRISE DEVELOPER,11.069773855
1999-06-06,ENTERPRISE,ENTERPRISE COLLABORATOR,5.534886928
1999-06-06,ENTERPRISE,ENTERPRISE CONSUMER,2.767443464
1999-06-07,PRO EDITION,PRO ADMIN,28.586355488
1999-06-07,PRO EDITION,PRO DEVELOPER,47.643925814
1999-06-07,PRO EDITION,PRO CONSUMER,19.057570325
1999-06-07,ENTERPRISE,ENTERPRISE ADMIN,32.237341423
1999-06-07,ENTERPRISE,ENTERPRISE DEVELOPER,42.983121897
1999-06-07,ENTERPRISE,ENTERPRISE COLLABORATOR,21.491560949
1999-06-07,ENTERPRISE,ENTERPRISE CONSUMER,10.745780474
1999-06-08,PRO EDITION,PRO ADMIN,19.177278682
1999-06-08,PRO EDITION,PRO DEVELOPER,31.962131136
1999-06-08,PRO EDITION,PRO CONSUMER,12.784852454
1999-06-08,ENTERPRISE,ENTERPRISE ADMIN,21.626558191
1999-06-08,ENTERPRISE,ENTERPRISE DEVELOPER,28.835410921
1999-06-08,ENTERPRISE,ENTERPRISE COLLABORATOR,14.417705461
1999-06-08,ENTERPRISE,ENTERPRISE CONSUMER,7.20885273
1999-06-09,PRO EDITION,PRO ADMIN,15.298727937
1999-06-09,PRO EDITION,PRO DEVELOPER,25.497879895
1999-06-09,PRO EDITION,PRO CONSUMER,10.199151958
1999-06-09,ENTERPRISE,ENTERPRISE ADMIN,17.252647546
1999-06-09,ENTERPRISE,ENTERPRISE DEVELOPER,23.003530061
1999-06-09,ENTERPRISE,ENTERPRISE COLLABORATOR,11.50176503
1999-06-09,ENTERPRISE,ENTERPRISE CONSUMER,5.750882515
1999-06-10,PRO EDITION,PRO ADMIN,1.400587769
1999-06-10,PRO EDITION,PRO DEVELOPER,2.334312948
1999-06-10,PRO EDITION,PRO CONSUMER,0.9337251793
1999-06-10,ENTERPRISE,ENTERPRISE ADMIN,1.579467733
1999-06-10,ENTERPRISE,ENTERPRISE DEVELOPER,2.105956977
1999-06-10,ENTERPRISE,ENTERPRISE COLLABORATOR,1.052978489
1999-06-10,ENTERPRISE,ENTERPRISE CONSUMER,0.5264892443
1999-06-11,PRO EDITION,PRO ADMIN,20.075091354
1999-06-11,PRO EDITION,PRO DEVELOPER,33.45848559
1999-06-11,PRO EDITION,PRO CONSUMER,13.383394236
1999-06-11,ENTERPRISE,ENTERPRISE ADMIN,22.639037507
1999-06-11,ENTERPRISE,ENTERPRISE DEVELOPER,30.185383343
1999-06-11,ENTERPRISE,ENTERPRISE COLLABORATOR,15.092691671
1999-06-11,ENTERPRISE,ENTERPRISE CONSUMER,7.546345836
1999-06-12,PRO EDITION,PRO ADMIN,27.042117692
1999-06-12,PRO EDITION,PRO DEVELOPER,45.070196153
1999-06-12,PRO EDITION,PRO CONSUMER,18.028078461
1999-06-12,ENTERPRISE,ENTERPRISE ADMIN,30.495876999
1999-06-12,ENTERPRISE,ENTERPRISE DEVELOPER,40.661169333
1999-06-12,ENTERPRISE,ENTERPRISE COLLABORATOR,20.330584666
1999-06-12,ENTERPRISE,ENTERPRISE CONSUMER,10.165292333
1999-06-13,PRO EDITION,PRO ADMIN,16.088803089
1999-06-13,PRO EDITION,PRO DEVELOPER,26.814671815
1999-06-13,PRO EDITION,PRO CONSUMER,10.725868726
1999-06-13,ENTERPRISE,ENTERPRISE ADMIN,18.143629344
1999-06-13,ENTERPRISE,ENTERPRISE DEVELOPER,24.191505792
1999-06-13,ENTERPRISE,ENTERPRISE COLLABORATOR,12.095752896
1999-06-13,ENTERPRISE,ENTERPRISE CONSUMER,6.047876448
1999-06-14,PRO EDITION,PRO ADMIN,7.828926503
1999-06-14,PRO EDITION,PRO DEVELOPER,13.048210838
1999-06-14,PRO EDITION,PRO CONSUMER,5.219284335
1999-06-14,ENTERPRISE,ENTERPRISE ADMIN,8.828819636
1999-06-14,ENTERPRISE,ENTERPRISE DEVELOPER,11.771759515
1999-06-14,ENTERPRISE,ENTERPRISE COLLABORATOR,5.885879757
1999-06-14,ENTERPRISE,ENTERPRISE CONSUMER,2.942939879
1999-06-15,PRO EDITION,PRO ADMIN,27.975842871
1999-06-15,PRO EDITION,PRO DEVELOPER,46.626404785
1999-06-15,PRO EDITION,PRO CONSUMER,18.650561914
1999-06-15,ENTERPRISE,ENTERPRISE ADMIN,31.548855488
1999-06-15,ENTERPRISE,ENTERPRISE DEVELOPER,42.065140651
1999-06-15,ENTERPRISE,ENTERPRISE COLLABORATOR,21.032570325
1999-06-15,ENTERPRISE,ENTERPRISE CONSUMER,10.516285163
1999-06-16,PRO EDITION,PRO ADMIN,14.795952841
1999-06-16,PRO EDITION,PRO DEVELOPER,24.659921401
1999-06-16,PRO EDITION,PRO CONSUMER,9.86396856
1999-06-16,ENTERPRISE,ENTERPRISE ADMIN,16.685659129
1999-06-16,ENTERPRISE,ENTERPRISE DEVELOPER,22.247545505
1999-06-16,ENTERPRISE,ENTERPRISE COLLABORATOR,11.123772752
1999-06-16,ENTERPRISE,ENTERPRISE CONSUMER,5.561886376
1999-06-17,PRO EDITION,PRO ADMIN,13.143977523
1999-06-17,PRO EDITION,PRO DEVELOPER,21.906629206
1999-06-17,PRO EDITION,PRO CONSUMER,8.762651682
1999-06-17,ENTERPRISE,ENTERPRISE ADMIN,14.822697187
1999-06-17,ENTERPRISE,ENTERPRISE DEVELOPER,19.763596249
1999-06-17,ENTERPRISE,ENTERPRISE COLLABORATOR,9.881798125
1999-06-17,ENTERPRISE,ENTERPRISE CONSUMER,4.940899062
1999-06-18,PRO EDITION,PRO ADMIN,29.807380723
1999-06-18,PRO EDITION,PRO DEVELOPER,49.678967871
1999-06-18,PRO EDITION,PRO CONSUMER,19.871587148
1999-06-18,ENTERPRISE,ENTERPRISE ADMIN,33.614313293
1999-06-18,ENTERPRISE,ENTERPRISE DEVELOPER,44.819084391
1999-06-18,ENTERPRISE,ENTERPRISE COLLABORATOR,22.409542195
1999-06-18,ENTERPRISE,ENTERPRISE CONSUMER,11.204771098
1999-06-19,PRO EDITION,PRO ADMIN,3.052563086
1999-06-19,PRO EDITION,PRO DEVELOPER,5.087605143
1999-06-19,PRO EDITION,PRO CONSUMER,2.035042057
1999-06-19,ENTERPRISE,ENTERPRISE ADMIN,3.442429675
1999-06-19,ENTERPRISE,ENTERPRISE DEVELOPER,4.589906233
1999-06-19,ENTERPRISE,ENTERPRISE COLLABORATOR,2.294953116
1999-06-19,ENTERPRISE,ENTERPRISE CONSUMER,1.147476558
1999-06-20,PRO EDITION,PRO ADMIN,25.713354937
1999-06-20,PRO EDITION,PRO DEVELOPER,42.855591561
1999-06-20,PRO EDITION,PRO CONSUMER,17.142236624
1999-06-20,ENTERPRISE,ENTERPRISE ADMIN,28.997407612
1999-06-20,ENTERPRISE,ENTERPRISE DEVELOPER,38.663210149
1999-06-20,ENTERPRISE,ENTERPRISE COLLABORATOR,19.331605074
1999-06-20,ENTERPRISE,ENTERPRISE CONSUMER,9.665802537
1999-06-21,PRO EDITION,PRO ADMIN,11.168789644
1999-06-21,PRO EDITION,PRO DEVELOPER,18.614649407
1999-06-21,PRO EDITION,PRO CONSUMER,7.445859763
1999-06-21,ENTERPRISE,ENTERPRISE ADMIN,12.595242692
1999-06-21,ENTERPRISE,ENTERPRISE DEVELOPER,16.793656922
1999-06-21,ENTERPRISE,ENTERPRISE COLLABORATOR,8.396828461
1999-06-21,ENTERPRISE,ENTERPRISE CONSUMER,4.198414231
1999-06-22,PRO EDITION,PRO ADMIN,20.47012893
1999-06-22,PRO EDITION,PRO DEVELOPER,34.11688155
1999-06-22,PRO EDITION,PRO CONSUMER,13.64675262
1999-06-22,ENTERPRISE,ENTERPRISE ADMIN,23.084528406
1999-06-22,ENTERPRISE,ENTERPRISE DEVELOPER,30.779371208
1999-06-22,ENTERPRISE,ENTERPRISE COLLABORATOR,15.389685604
1999-06-22,ENTERPRISE,ENTERPRISE CONSUMER,7.694842802
1999-06-23,PRO EDITION,PRO ADMIN,15.801503034
1999-06-23,PRO EDITION,PRO DEVELOPER,26.335838389
1999-06-23,PRO EDITION,PRO CONSUMER,10.534335356
1999-06-23,ENTERPRISE,ENTERPRISE ADMIN,17.819635962
1999-06-23,ENTERPRISE,ENTERPRISE DEVELOPER,23.759514617
1999-06-23,ENTERPRISE,ENTERPRISE COLLABORATOR,11.879757308
1999-06-23,ENTERPRISE,ENTERPRISE CONSUMER,5.939878654
1999-06-24,PRO EDITION,PRO ADMIN,22.517141823
1999-06-24,PRO EDITION,PRO DEVELOPER,37.528569705
1999-06-24,PRO EDITION,PRO CONSUMER,15.011427882
1999-06-24,ENTERPRISE,ENTERPRISE ADMIN,25.392981247
1999-06-24,ENTERPRISE,ENTERPRISE DEVELOPER,33.857308329
1999-06-24,ENTERPRISE,ENTERPRISE COLLABORATOR,16.928654164
1999-06-24,ENTERPRISE,ENTERPRISE CONSUMER,8.464327082
1999-06-25,PRO EDITION,PRO ADMIN,28.119492899
1999-06-25,PRO EDITION,PRO DEVELOPER,46.865821498
1999-06-25,PRO EDITION,PRO CONSUMER,18.746328599
1999-06-25,ENTERPRISE,ENTERPRISE ADMIN,31.710852179
1999-06-25,ENTERPRISE,ENTERPRISE DEVELOPER,42.281136238
1999-06-25,ENTERPRISE,ENTERPRISE COLLABORATOR,21.140568119
1999-06-25,ENTERPRISE,ENTERPRISE CONSUMER,10.57028406
1999-06-26,PRO EDITION,PRO ADMIN,30.41789334
1999-06-26,PRO EDITION,PRO DEVELOPER,50.6964889
1999-06-26,PRO EDITION,PRO CONSUMER,20.27859556
1999-06-26,ENTERPRISE,ENTERPRISE ADMIN,34.302799228
1999-06-26,ENTERPRISE,ENTERPRISE DEVELOPER,45.737065637
1999-06-26,ENTERPRISE,ENTERPRISE COLLABORATOR,22.868532819
1999-06-26,ENTERPRISE,ENTERPRISE CONSUMER,11.434266409
1999-06-27,PRO EDITION,PRO ADMIN,4.309500827
1999-06-27,PRO EDITION,PRO DEVELOPER,7.182501379
1999-06-27,PRO EDITION,PRO CONSUMER,2.873000552
1999-06-27,ENTERPRISE,ENTERPRISE ADMIN,4.859900717
1999-06-27,ENTERPRISE,ENTERPRISE DEVELOPER,6.479867623
1999-06-27,ENTERPRISE,ENTERPRISE COLLABORATOR,3.239933811
1999-06-27,ENTERPRISE,ENTERPRISE CONSUMER,1.619966906
1999-06-28,PRO EDITION,PRO ADMIN,16.412015651
1999-06-28,PRO EDITION,PRO DEVELOPER,27.353359418
1999-06-28,PRO EDITION,PRO CONSUMER,10.941343767
1999-06-28,ENTERPRISE,ENTERPRISE ADMIN,18.508121897
1999-06-28,ENTERPRISE,ENTERPRISE DEVELOPER,24.677495863
1999-06-28,ENTERPRISE,ENTERPRISE COLLABORATOR,12.338747932
1999-06-28,ENTERPRISE,ENTERPRISE CONSUMER,6.169373966
1999-06-29,PRO EDITION,PRO ADMIN,8.511264134
1999-06-29,PRO EDITION,PRO DEVELOPER,14.185440223
1999-06-29,PRO EDITION,PRO CONSUMER,5.674176089
1999-06-29,ENTERPRISE,ENTERPRISE ADMIN,9.598303916
1999-06-29,ENTERPRISE,ENTERPRISE DEVELOPER,12.797738555
1999-06-29,ENTERPRISE,ENTERPRISE COLLABORATOR,6.398869277
1999-06-29,ENTERPRISE,ENTERPRISE CONSUMER,3.199434639
1999-06-30,PRO EDITION,PRO ADMIN,7.39797642
1999-06-30,PRO EDITION,PRO DEVELOPER,12.3299607
1999-06-30,PRO EDITION,PRO CONSUMER,4.93198428
1999-06-30,ENTERPRISE,ENTERPRISE ADMIN,8.342829564
1999-06-30,ENTERPRISE,ENTERPRISE DEVELOPER,11.123772752
1999-06-30,ENTERPRISE,ENTERPRISE COLLABORATOR,5.561886376
1999-06-30,ENTERPRISE,ENTERPRISE CONSUMER,2.780943188
1999-07-01,PRO EDITION,PRO ADMIN,26.65884579
1999-07-01,PRO EDITION,PRO DEVELOPER,44.43140965
1999-07-01,PRO EDITION,PRO CONSUMER,17.77256386
1999-07-01,ENTERPRISE,ENTERPRISE ADMIN,30.635080416
1999-07-01,ENTERPRISE,ENTERPRISE DEVELOPER,40.846773888
1999-07-01,ENTERPRISE,ENTERPRISE COLLABORATOR,20.423386944
1999-07-01,ENTERPRISE,ENTERPRISE CONSUMER,10.211693472
1999-07-02,PRO EDITION,PRO ADMIN,18.7884579
1999-07-02,PRO EDITION,PRO DEVELOPER,31.3140965
1999-07-02,PRO EDITION,PRO CONSUMER,12.5256386
1999-07-02,ENTERPRISE,ENTERPRISE ADMIN,21.590804163
1999-07-02,ENTERPRISE,ENTERPRISE DEVELOPER,28.787738884
1999-07-02,ENTERPRISE,ENTERPRISE COLLABORATOR,14.393869442
1999-07-02,ENTERPRISE,ENTERPRISE CONSUMER,7.196934721
1999-07-03,PRO EDITION,PRO ADMIN,16.645033113
1999-07-03,PRO EDITION,PRO DEVELOPER,27.741721854
1999-07-03,PRO EDITION,PRO CONSUMER,11.096688742
1999-07-03,ENTERPRISE,ENTERPRISE ADMIN,19.127682119
1999-07-03,ENTERPRISE,ENTERPRISE DEVELOPER,25.503576159
1999-07-03,ENTERPRISE,ENTERPRISE COLLABORATOR,12.751788079
1999-07-03,ENTERPRISE,ENTERPRISE CONSUMER,6.37589404
1999-07-04,PRO EDITION,PRO ADMIN,7.535477767
1999-07-04,PRO EDITION,PRO DEVELOPER,12.559129612
1999-07-04,PRO EDITION,PRO CONSUMER,5.023651845
1999-07-04,ENTERPRISE,ENTERPRISE ADMIN,8.659413434
1999-07-04,ENTERPRISE,ENTERPRISE DEVELOPER,11.545884579
1999-07-04,ENTERPRISE,ENTERPRISE COLLABORATOR,5.772942289
1999-07-04,ENTERPRISE,ENTERPRISE CONSUMER,2.886471145
1999-07-05,PRO EDITION,PRO ADMIN,27.127719962
1999-07-05,PRO EDITION,PRO DEVELOPER,45.212866604
1999-07-05,PRO EDITION,PRO CONSUMER,18.085146641
1999-07-05,ENTERPRISE,ENTERPRISE ADMIN,31.173888363
1999-07-05,ENTERPRISE,ENTERPRISE DEVELOPER,41.565184484
1999-07-05,ENTERPRISE,ENTERPRISE COLLABORATOR,20.782592242
1999-07-05,ENTERPRISE,ENTERPRISE CONSUMER,10.391296121
1999-07-06,PRO EDITION,PRO ADMIN,20.228571429
1999-07-06,PRO EDITION,PRO DEVELOPER,33.714285714
1999-07-06,PRO EDITION,PRO CONSUMER,13.485714286
1999-07-06,ENTERPRISE,ENTERPRISE ADMIN,23.245714286
1999-07-06,ENTERPRISE,ENTERPRISE DEVELOPER,30.994285714
1999-07-06,ENTERPRISE,ENTERPRISE COLLABORATOR,15.497142857
1999-07-06,ENTERPRISE,ENTERPRISE CONSUMER,7.748571429
1999-07-07,PRO EDITION,PRO ADMIN,8.875118259
1999-07-07,PRO EDITION,PRO DEVELOPER,14.791863765
1999-07-07,PRO EDITION,PRO CONSUMER,5.916745506
1999-07-07,ENTERPRISE,ENTERPRISE ADMIN,10.198864711
1999-07-07,ENTERPRISE,ENTERPRISE DEVELOPER,13.598486282
1999-07-07,ENTERPRISE,ENTERPRISE COLLABORATOR,6.799243141
1999-07-07,ENTERPRISE,ENTERPRISE CONSUMER,3.39962157
1999-07-08,PRO EDITION,PRO ADMIN,12.726584674
1999-07-08,PRO EDITION,PRO DEVELOPER,21.210974456
1999-07-08,PRO EDITION,PRO CONSUMER,8.484389782
1999-07-08,ENTERPRISE,ENTERPRISE ADMIN,14.624787133
1999-07-08,ENTERPRISE,ENTERPRISE DEVELOPER,19.499716178
1999-07-08,ENTERPRISE,ENTERPRISE COLLABORATOR,9.749858089
1999-07-08,ENTERPRISE,ENTERPRISE CONSUMER,4.874929044
1999-07-09,PRO EDITION,PRO ADMIN,10.04730369
1999-07-09,PRO EDITION,PRO DEVELOPER,16.745506149
1999-07-09,PRO EDITION,PRO CONSUMER,6.69820246
1999-07-09,ENTERPRISE,ENTERPRISE ADMIN,11.545884579
1999-07-09,ENTERPRISE,ENTERPRISE DEVELOPER,15.394512772
1999-07-09,ENTERPRISE,ENTERPRISE COLLABORATOR,7.697256386
1999-07-09,ENTERPRISE,ENTERPRISE CONSUMER,3.848628193
1999-07-10,PRO EDITION,PRO ADMIN,19.022894986
1999-07-10,PRO EDITION,PRO DEVELOPER,31.704824976
1999-07-10,PRO EDITION,PRO CONSUMER,12.681929991
1999-07-10,ENTERPRISE,ENTERPRISE ADMIN,21.860208136
1999-07-10,ENTERPRISE,ENTERPRISE DEVELOPER,29.146944182
1999-07-10,ENTERPRISE,ENTERPRISE COLLABORATOR,14.573472091
1999-07-10,ENTERPRISE,ENTERPRISE CONSUMER,7.286736045
1999-07-11,PRO EDITION,PRO ADMIN,10.985052034
1999-07-11,PRO EDITION,PRO DEVELOPER,18.308420057
1999-07-11,PRO EDITION,PRO CONSUMER,7.323368023
1999-07-11,ENTERPRISE,ENTERPRISE ADMIN,12.623500473
1999-07-11,ENTERPRISE,ENTERPRISE DEVELOPER,16.831333964
1999-07-11,ENTERPRISE,ENTERPRISE COLLABORATOR,8.415666982
1999-07-11,ENTERPRISE,ENTERPRISE CONSUMER,4.207833491
1999-07-12,PRO EDITION,PRO ADMIN,12.056764428
1999-07-12,PRO EDITION,PRO DEVELOPER,20.094607379
1999-07-12,PRO EDITION,PRO CONSUMER,8.037842952
1999-07-12,ENTERPRISE,ENTERPRISE ADMIN,13.855061495
1999-07-12,ENTERPRISE,ENTERPRISE DEVELOPER,18.473415326
1999-07-12,ENTERPRISE,ENTERPRISE COLLABORATOR,9.236707663
1999-07-12,ENTERPRISE,ENTERPRISE CONSUMER,4.618353832
1999-07-13,PRO EDITION,PRO ADMIN,10.315231788
1999-07-13,PRO EDITION,PRO DEVELOPER,17.19205298
1999-07-13,PRO EDITION,PRO CONSUMER,6.876821192
1999-07-13,ENTERPRISE,ENTERPRISE ADMIN,11.853774834
1999-07-13,ENTERPRISE,ENTERPRISE DEVELOPER,15.805033113
1999-07-13,ENTERPRISE,ENTERPRISE COLLABORATOR,7.902516556
1999-07-13,ENTERPRISE,ENTERPRISE CONSUMER,3.951258278
1999-07-14,PRO EDITION,PRO ADMIN,33.491012299
1999-07-14,PRO EDITION,PRO DEVELOPER,55.818353832
1999-07-14,PRO EDITION,PRO CONSUMER,22.327341533
1999-07-14,ENTERPRISE,ENTERPRISE ADMIN,38.48628193
1999-07-14,ENTERPRISE,ENTERPRISE DEVELOPER,51.315042573
1999-07-14,ENTERPRISE,ENTERPRISE COLLABORATOR,25.657521287
1999-07-14,ENTERPRISE,ENTERPRISE CONSUMER,12.828760643
1999-07-15,PRO EDITION,PRO ADMIN,15.707284768
1999-07-15,PRO EDITION,PRO DEVELOPER,26.178807947
1999-07-15,PRO EDITION,PRO CONSUMER,10.471523179
1999-07-15,ENTERPRISE,ENTERPRISE ADMIN,18.050066225
1999-07-15,ENTERPRISE,ENTERPRISE DEVELOPER,24.066754967
1999-07-15,ENTERPRISE,ENTERPRISE COLLABORATOR,12.033377483
1999-07-15,ENTERPRISE,ENTERPRISE CONSUMER,6.016688742
1999-07-16,PRO EDITION,PRO ADMIN,11.052034059
1999-07-16,PRO EDITION,PRO DEVELOPER,18.420056764
1999-07-16,PRO EDITION,PRO CONSUMER,7.368022706
1999-07-16,ENTERPRISE,ENTERPRISE ADMIN,12.700473037
1999-07-16,ENTERPRISE,ENTERPRISE DEVELOPER,16.933964049
1999-07-16,ENTERPRISE,ENTERPRISE COLLABORATOR,8.466982025
1999-07-16,ENTERPRISE,ENTERPRISE CONSUMER,4.233491012
1999-07-17,PRO EDITION,PRO ADMIN,0.4353831599
1999-07-17,PRO EDITION,PRO DEVELOPER,0.7256385998
1999-07-17,PRO EDITION,PRO CONSUMER,0.2902554399
1999-07-17,ENTERPRISE,ENTERPRISE ADMIN,0.5003216651
1999-07-17,ENTERPRISE,ENTERPRISE DEVELOPER,0.6670955535
1999-07-17,ENTERPRISE,ENTERPRISE COLLABORATOR,0.3335477767
1999-07-17,ENTERPRISE,ENTERPRISE CONSUMER,0.1667738884
1999-07-18,PRO EDITION,PRO ADMIN,22.8743614
1999-07-18,PRO EDITION,PRO DEVELOPER,38.123935667
1999-07-18,PRO EDITION,PRO CONSUMER,15.249574267
1999-07-18,ENTERPRISE,ENTERPRISE ADMIN,26.286130558
1999-07-18,ENTERPRISE,ENTERPRISE DEVELOPER,35.048174078
1999-07-18,ENTERPRISE,ENTERPRISE COLLABORATOR,17.524087039
1999-07-18,ENTERPRISE,ENTERPRISE CONSUMER,8.762043519
1999-07-19,PRO EDITION,PRO ADMIN,20.998864711
1999-07-19,PRO EDITION,PRO DEVELOPER,34.998107852
1999-07-19,PRO EDITION,PRO CONSUMER,13.999243141
1999-07-19,ENTERPRISE,ENTERPRISE ADMIN,24.13089877
1999-07-19,ENTERPRISE,ENTERPRISE DEVELOPER,32.174531693
1999-07-19,ENTERPRISE,ENTERPRISE COLLABORATOR,16.087265847
1999-07-19,ENTERPRISE,ENTERPRISE CONSUMER,8.043632923
1999-07-20,PRO EDITION,PRO ADMIN,31.782970672
1999-07-20,PRO EDITION,PRO DEVELOPER,52.971617786
1999-07-20,PRO EDITION,PRO CONSUMER,21.188647114
1999-07-20,ENTERPRISE,ENTERPRISE ADMIN,36.523481552
1999-07-20,ENTERPRISE,ENTERPRISE DEVELOPER,48.697975402
1999-07-20,ENTERPRISE,ENTERPRISE COLLABORATOR,24.348987701
1999-07-20,ENTERPRISE,ENTERPRISE CONSUMER,12.174493851
1999-07-21,PRO EDITION,PRO ADMIN,31.61551561
1999-07-21,PRO EDITION,PRO DEVELOPER,52.692526017
1999-07-21,PRO EDITION,PRO CONSUMER,21.077010407
1999-07-21,ENTERPRISE,ENTERPRISE ADMIN,36.331050142
1999-07-21,ENTERPRISE,ENTERPRISE DEVELOPER,48.441400189
1999-07-21,ENTERPRISE,ENTERPRISE COLLABORATOR,24.220700095
1999-07-21,ENTERPRISE,ENTERPRISE CONSUMER,12.110350047
1999-07-22,PRO EDITION,PRO ADMIN,24.18051088
1999-07-22,PRO EDITION,PRO DEVELOPER,40.300851466
1999-07-22,PRO EDITION,PRO CONSUMER,16.120340587
1999-07-22,ENTERPRISE,ENTERPRISE ADMIN,27.787095553
1999-07-22,ENTERPRISE,ENTERPRISE DEVELOPER,37.049460738
1999-07-22,ENTERPRISE,ENTERPRISE COLLABORATOR,18.524730369
1999-07-22,ENTERPRISE,ENTERPRISE CONSUMER,9.262365184
1999-07-23,PRO EDITION,PRO ADMIN,10.683632923
1999-07-23,PRO EDITION,PRO DEVELOPER,17.806054872
1999-07-23,PRO EDITION,PRO CONSUMER,7.122421949
1999-07-23,ENTERPRISE,ENTERPRISE ADMIN,12.277123936
1999-07-23,ENTERPRISE,ENTERPRISE DEVELOPER,16.369498581
1999-07-23,ENTERPRISE,ENTERPRISE COLLABORATOR,8.18474929
1999-07-23,ENTERPRISE,ENTERPRISE CONSUMER,4.092374645
1999-07-24,PRO EDITION,PRO ADMIN,25.78807947
1999-07-24,PRO EDITION,PRO DEVELOPER,42.98013245
1999-07-24,PRO EDITION,PRO CONSUMER,17.19205298
1999-07-24,ENTERPRISE,ENTERPRISE ADMIN,29.634437086
1999-07-24,ENTERPRISE,ENTERPRISE DEVELOPER,39.512582781
1999-07-24,ENTERPRISE,ENTERPRISE COLLABORATOR,19.756291391
1999-07-24,ENTERPRISE,ENTERPRISE CONSUMER,9.878145695
1999-07-25,PRO EDITION,PRO ADMIN,13.563859981
1999-07-25,PRO EDITION,PRO DEVELOPER,22.606433302
1999-07-25,PRO EDITION,PRO CONSUMER,9.042573321
1999-07-25,ENTERPRISE,ENTERPRISE ADMIN,15.586944182
1999-07-25,ENTERPRISE,ENTERPRISE DEVELOPER,20.782592242
1999-07-25,ENTERPRISE,ENTERPRISE COLLABORATOR,10.391296121
1999-07-25,ENTERPRISE,ENTERPRISE CONSUMER,5.195648061
1999-07-26,PRO EDITION,PRO ADMIN,12.291201514
1999-07-26,PRO EDITION,PRO DEVELOPER,20.485335856
1999-07-26,PRO EDITION,PRO CONSUMER,8.194134342
1999-07-26,ENTERPRISE,ENTERPRISE ADMIN,14.124465468
1999-07-26,ENTERPRISE,ENTERPRISE DEVELOPER,18.832620624
1999-07-26,ENTERPRISE,ENTERPRISE COLLABORATOR,9.416310312
1999-07-26,ENTERPRISE,ENTERPRISE CONSUMER,4.708155156
1999-07-27,PRO EDITION,PRO ADMIN,18.955912961
1999-07-27,PRO EDITION,PRO DEVELOPER,31.593188269
1999-07-27,PRO EDITION,PRO CONSUMER,12.637275307
1999-07-27,ENTERPRISE,ENTERPRISE ADMIN,21.783235572
1999-07-27,ENTERPRISE,ENTERPRISE DEVELOPER,29.044314096
1999-07-27,ENTERPRISE,ENTERPRISE COLLABORATOR,14.522157048
1999-07-27,ENTERPRISE,ENTERPRISE CONSUMER,7.261078524
1999-07-28,PRO EDITION,PRO ADMIN,4.152885525
1999-07-28,PRO EDITION,PRO DEVELOPER,6.921475875
1999-07-28,PRO EDITION,PRO CONSUMER,2.76859035
1999-07-28,ENTERPRISE,ENTERPRISE ADMIN,4.772298959
1999-07-28,ENTERPRISE,ENTERPRISE DEVELOPER,6.363065279
1999-07-28,ENTERPRISE,ENTERPRISE COLLABORATOR,3.18153264
1999-07-28,ENTERPRISE,ENTERPRISE CONSUMER,1.59076632
1999-07-29,PRO EDITION,PRO ADMIN,9.91333964
